phenocam_name,direction,threshold,date,original_transition_date,period,image_filename,snow_flag,running_tally,site_seq_id
borgocioffisouth,falling,transition_25,2020-03-18,NA,senescing,borgocioffisouth_2020_03_18_120000.jpg,NA,8,20
borgocioffisouth,falling,transition_50,2017-08-13,TRUE,senescing,borgocioffisouth_2017_08_13_140002.jpg,NA,1,1
borgocioffisouth,falling,transition_25,2019-03-29,NA,senescing,borgocioffisouth_2019_03_29_120000.jpg,NA,165,12
borgocioffisouth,falling,transition_25,2020-03-26,NA,senescing,borgocioffisouth_2020_03_26_120000.jpg,NA,16,20
borgocioffisouth,falling,transition_25,2019-03-28,NA,senescing,borgocioffisouth_2019_03_28_120000.jpg,NA,164,12
borgocioffisouth,falling,transition_50,2018-03-10,NA,senescing,borgocioffisouth_2018_03_10_120000.jpg,NA,46,8
borgocioffisouth,falling,transition_25,2019-03-31,NA,senescing,borgocioffisouth_2019_03_31_120000.jpg,NA,167,12
borgocioffisouth,falling,transition_50,2019-12-24,TRUE,senescing,borgocioffisouth_2019_12_24_120000.jpg,NA,36,15
borgocioffisouth,falling,transition_25,2018-08-15,TRUE,senescing,borgocioffisouth_2018_08_15_120000.jpg,NA,7,10
borgocioffisouth,falling,transition_25,2019-04-05,NA,senescing,borgocioffisouth_2019_04_05_120000.jpg,NA,172,12
borgocioffisouth,falling,transition_25,2018-03-13,TRUE,senescing,borgocioffisouth_2018_03_13_120000.jpg,NA,49,8
borgocioffisouth,falling,transition_25,2020-03-11,NA,senescing,borgocioffisouth_2020_03_11_120000.jpg,NA,1,20
borgocioffisouth,falling,transition_25,2020-03-24,NA,senescing,borgocioffisouth_2020_03_24_120000.jpg,NA,14,20
borgocioffisouth,falling,transition_25,2019-03-25,NA,senescing,borgocioffisouth_2019_03_25_120000.jpg,NA,161,12
borgocioffisouth,falling,transition_25,2019-04-16,NA,senescing,borgocioffisouth_2019_04_16_120000.jpg,NA,183,12
borgocioffisouth,falling,transition_25,2020-03-25,NA,senescing,borgocioffisouth_2020_03_25_120000.jpg,NA,15,20
borgocioffisouth,falling,transition_50,2020-02-29,TRUE,senescing,borgocioffisouth_2020_02_29_120000.jpg,NA,12,19
borgocioffisouth,falling,transition_50,2019-12-26,NA,senescing,borgocioffisouth_2019_12_26_120000.jpg,NA,38,15
borgocioffisouth,falling,transition_25,2017-08-15,TRUE,senescing,borgocioffisouth_2017_08_15_140001.jpg,NA,3,1
borgocioffisouth,falling,transition_50,2018-03-09,NA,senescing,borgocioffisouth_2018_03_09_120000.jpg,NA,45,8
borgocioffisouth,falling,transition_50,2018-08-13,NA,senescing,borgocioffisouth_2018_08_13_120000.jpg,NA,5,10
borgocioffisouth,falling,transition_25,2020-03-15,NA,senescing,borgocioffisouth_2020_03_15_120000.jpg,NA,5,20
borgocioffisouth,falling,transition_50,2019-03-21,NA,senescing,borgocioffisouth_2019_03_21_120000.jpg,NA,157,12
borgocioffisouth,falling,transition_25,2019-04-07,NA,senescing,borgocioffisouth_2019_04_07_120000.jpg,NA,174,12
borgocioffisouth,falling,transition_25,2018-08-16,NA,senescing,borgocioffisouth_2018_08_16_120000.jpg,NA,8,10
borgocioffisouth,falling,transition_25,2020-03-22,NA,senescing,borgocioffisouth_2020_03_22_120000.jpg,NA,12,20
borgocioffisouth,falling,transition_50,2018-03-11,NA,senescing,borgocioffisouth_2018_03_11_120000.jpg,NA,47,8
borgocioffisouth,falling,transition_25,2020-03-23,NA,senescing,borgocioffisouth_2020_03_23_120000.jpg,NA,13,20
borgocioffisouth,falling,transition_25,2020-03-20,NA,senescing,borgocioffisouth_2020_03_20_120000.jpg,NA,10,20
borgocioffisouth,falling,transition_25,2020-03-30,NA,senescing,borgocioffisouth_2020_03_30_120019.jpg,NA,20,20
borgocioffisouth,falling,transition_25,2019-04-04,NA,senescing,borgocioffisouth_2019_04_04_120000.jpg,NA,171,12
borgocioffisouth,falling,transition_25,2019-04-08,NA,senescing,borgocioffisouth_2019_04_08_120000.jpg,NA,175,12
borgocioffisouth,falling,transition_50,2018-03-08,NA,senescing,borgocioffisouth_2018_03_08_120000.jpg,NA,44,8
borgocioffisouth,falling,transition_50,2019-12-25,NA,senescing,borgocioffisouth_2019_12_25_125203.jpg,NA,37,15
borgocioffisouth,falling,transition_25,2019-03-23,TRUE,senescing,borgocioffisouth_2019_03_23_120000.jpg,NA,159,12
borgocioffisouth,falling,transition_50,2018-03-12,NA,senescing,borgocioffisouth_2018_03_12_120000.jpg,NA,48,8
bouldinalfalfa,rising,transition_25,2019-03-15,NA,growing,bouldinalfalfa_2019_03_15_114610.jpg,NA,760,3
bouldinalfalfa,rising,transition_25,2020-05-08,NA,growing,bouldinalfalfa_2020_05_08_114609.jpg,NA,93,6
bouldinalfalfa,rising,transition_25,2020-02-18,NA,growing,bouldinalfalfa_2020_02_18_114614.jpg,NA,13,6
bouldinalfalfa,rising,transition_25,2019-06-17,TRUE,growing,bouldinalfalfa_2019_06_17_114613.jpg,NA,854,3
bouldinalfalfa,rising,transition_25,2017-07-03,TRUE,growing,bouldinalfalfa_2017_07_03_114611.jpg,NA,140,3
bouldinalfalfa,rising,transition_10,2020-02-14,TRUE,growing,bouldinalfalfa_2020_02_14_114613.jpg,NA,9,6
bouldinalfalfa,rising,transition_10,2017-09-07,TRUE,growing,bouldinalfalfa_2017_09_07_114609.jpg,NA,206,3
bouldinalfalfa,rising,transition_25,2019-08-05,TRUE,growing,bouldinalfalfa_2019_08_05_114612.jpg,NA,903,3
bouldinalfalfa,rising,transition_25,2018-02-08,NA,growing,bouldinalfalfa_2018_02_08_114613.jpg,NA,360,3
bouldinalfalfa,rising,transition_25,2019-06-18,NA,growing,bouldinalfalfa_2019_06_18_114616.jpg,NA,855,3
bouldinalfalfa,rising,transition_10,2017-07-02,TRUE,growing,bouldinalfalfa_2017_07_02_114610.jpg,NA,139,3
bouldinalfalfa,rising,transition_25,2020-05-06,TRUE,growing,bouldinalfalfa_2020_05_06_114609.jpg,NA,91,6
bouldinalfalfa,rising,transition_10,2019-03-13,NA,growing,bouldinalfalfa_2019_03_13_114618.jpg,NA,758,3
bouldinalfalfa,rising,transition_10,2018-06-06,TRUE,growing,bouldinalfalfa_2018_06_06_114609.jpg,NA,478,3
bouldinalfalfa,rising,transition_10,2019-05-08,TRUE,growing,bouldinalfalfa_2019_05_08_114613.jpg,NA,814,3
bouldinalfalfa,rising,transition_25,2019-03-18,NA,growing,bouldinalfalfa_2019_03_18_114611.jpg,NA,763,3
bouldinalfalfa,rising,transition_10,2020-09-13,NA,growing,bouldinalfalfa_2020_09_13_114505.jpg,NA,4,8
bouldinalfalfa,rising,transition_25,2017-08-03,TRUE,growing,bouldinalfalfa_2017_08_03_114608.jpg,NA,171,3
bouldinalfalfa,rising,transition_10,2020-05-05,TRUE,growing,bouldinalfalfa_2020_05_05_114609.jpg,NA,90,6
bouldinalfalfa,rising,transition_25,2019-08-06,NA,growing,bouldinalfalfa_2019_08_06_114611.jpg,NA,904,3
bouldinalfalfa,rising,transition_10,2019-03-05,NA,growing,bouldinalfalfa_2019_03_05_114613.jpg,NA,750,3
bouldinalfalfa,rising,transition_25,2018-02-07,TRUE,growing,bouldinalfalfa_2018_02_07_114613.jpg,NA,359,3
bouldinalfalfa,rising,transition_25,2019-03-16,NA,growing,bouldinalfalfa_2019_03_16_114613.jpg,NA,761,3
bouldinalfalfa,rising,transition_25,2018-06-09,NA,growing,bouldinalfalfa_2018_06_09_114611.jpg,NA,481,3
bouldinalfalfa,rising,transition_10,2018-08-19,TRUE,growing,bouldinalfalfa_2018_08_19_114613.jpg,NA,552,3
bouldinalfalfa,rising,transition_10,2018-09-26,NA,growing,bouldinalfalfa_2018_09_26_114610.jpg,NA,590,3
bouldinalfalfa,rising,transition_10,2019-06-16,TRUE,growing,bouldinalfalfa_2019_06_16_114613.jpg,NA,853,3
bouldinalfalfa,rising,transition_10,2017-08-02,TRUE,growing,bouldinalfalfa_2017_08_02_114608.jpg,NA,170,3
bouldinalfalfa,rising,transition_25,2018-06-08,NA,growing,bouldinalfalfa_2018_06_08_114610.jpg,NA,480,3
bouldinalfalfa,rising,transition_10,2019-03-02,NA,growing,bouldinalfalfa_2019_03_02_114613.jpg,NA,747,3
bouldinalfalfa,rising,transition_25,2017-08-04,NA,growing,bouldinalfalfa_2017_08_04_114609.jpg,NA,172,3
bouldinalfalfa,rising,transition_10,2019-08-04,TRUE,growing,bouldinalfalfa_2019_08_04_114611.jpg,NA,902,3
bouldinalfalfa,rising,transition_25,2018-09-28,NA,growing,bouldinalfalfa_2018_09_28_114607.jpg,NA,592,3
bouldinalfalfa,rising,transition_10,2019-03-07,NA,growing,bouldinalfalfa_2019_03_07_114612.jpg,NA,752,3
bouldinalfalfa,rising,transition_25,2020-02-19,NA,growing,bouldinalfalfa_2020_02_19_114614.jpg,NA,14,6
bouldinalfalfa,rising,transition_25,2020-07-18,NA,growing,bouldinalfalfa_2020_07_18_114613.jpg,NA,164,6
bouldinalfalfa,rising,transition_25,2017-09-09,NA,growing,bouldinalfalfa_2017_09_09_114609.jpg,NA,208,3
bouldinalfalfa,rising,transition_10,2019-03-01,TRUE,growing,bouldinalfalfa_2019_03_01_114612.jpg,NA,746,3
bouldinalfalfa,rising,transition_25,2019-11-06,NA,growing,bouldinalfalfa_2019_11_06_114613.jpg,NA,996,3
bouldinalfalfa,rising,transition_10,2019-03-04,NA,growing,bouldinalfalfa_2019_03_04_114611.jpg,NA,749,3
bouldinalfalfa,rising,transition_10,2019-03-06,NA,growing,bouldinalfalfa_2019_03_06_114615.jpg,NA,751,3
bouldinalfalfa,rising,transition_25,2020-02-17,NA,growing,bouldinalfalfa_2020_02_17_114613.jpg,NA,12,6
bouldinalfalfa,rising,transition_10,2020-02-15,NA,growing,bouldinalfalfa_2020_02_15_114613.jpg,NA,10,6
bouldinalfalfa,rising,transition_10,2019-03-12,NA,growing,bouldinalfalfa_2019_03_12_114616.jpg,NA,757,3
bouldinalfalfa,rising,transition_10,2019-03-08,NA,growing,bouldinalfalfa_2019_03_08_114613.jpg,NA,753,3
bouldinalfalfa,rising,transition_10,2020-07-15,TRUE,growing,bouldinalfalfa_2020_07_15_114612.jpg,NA,161,6
bouldinalfalfa,rising,transition_10,2018-09-25,TRUE,growing,bouldinalfalfa_2018_09_25_114610.jpg,NA,589,3
bouldinalfalfa,rising,transition_25,2020-05-07,NA,growing,bouldinalfalfa_2020_05_07_114609.jpg,NA,92,6
bouldinalfalfa,rising,transition_25,2017-09-08,TRUE,growing,bouldinalfalfa_2017_09_08_114608.jpg,NA,207,3
bouldinalfalfa,rising,transition_10,2020-09-12,TRUE,growing,bouldinalfalfa_2020_09_12_114506.jpg,NA,3,8
bouldinalfalfa,rising,transition_50,2019-09-29,NA,peak,bouldinalfalfa_2019_09_29_114613.jpg,NA,958,3
bouldinalfalfa,rising,transition_50,2019-03-23,NA,peak,bouldinalfalfa_2019_03_23_114617.jpg,NA,768,3
bouldinalfalfa,rising,transition_50,2018-02-17,NA,peak,bouldinalfalfa_2018_02_17_114608.jpg,NA,369,3
bouldinalfalfa,rising,transition_50,2017-04-03,NA,peak,bouldinalfalfa_2017_04_03_114609.jpg,NA,49,3
bouldinalfalfa,rising,transition_50,2017-07-19,NA,peak,bouldinalfalfa_2017_07_19_114608.jpg,NA,156,3
bouldinalfalfa,rising,transition_50,2019-06-20,NA,peak,bouldinalfalfa_2019_06_20_114609.jpg,NA,857,3
bouldinalfalfa,rising,transition_50,2018-07-24,NA,peak,bouldinalfalfa_2018_07_24_114612.jpg,NA,526,3
bouldinalfalfa,rising,transition_50,2019-04-14,NA,peak,bouldinalfalfa_2019_04_14_114613.jpg,NA,790,3
bouldinalfalfa,rising,transition_50,2017-12-30,NA,peak,bouldinalfalfa_2017_12_30_115000.jpg,NA,320,3
bouldinalfalfa,rising,transition_50,2017-04-05,NA,peak,bouldinalfalfa_2017_04_05_114607.jpg,NA,51,3
bouldinalfalfa,rising,transition_50,2020-03-22,NA,peak,bouldinalfalfa_2020_03_22_114614.jpg,NA,46,6
bouldinalfalfa,rising,transition_50,2019-07-20,NA,peak,bouldinalfalfa_2019_07_20_114612.jpg,NA,887,3
bouldinalfalfa,rising,transition_50,2020-05-25,NA,peak,bouldinalfalfa_2020_05_25_114612.jpg,NA,110,6
bouldinalfalfa,rising,transition_50,2018-08-31,NA,peak,bouldinalfalfa_2018_08_31_114610.jpg,NA,564,3
bouldinalfalfa,rising,transition_50,2017-06-06,NA,peak,bouldinalfalfa_2017_06_06_114607.jpg,NA,113,3
bouldinalfalfa,rising,transition_50,2018-07-20,NA,peak,bouldinalfalfa_2018_07_20_114609.jpg,NA,522,3
bouldinalfalfa,rising,transition_50,2017-03-15,NA,peak,bouldinalfalfa_2017_03_15_114609.jpg,NA,30,3
bouldinalfalfa,rising,transition_50,2018-05-20,NA,peak,bouldinalfalfa_2018_05_20_114607.jpg,NA,461,3
bouldinalfalfa,rising,transition_50,2019-01-05,NA,peak,bouldinalfalfa_2019_01_05_121607.jpg,NA,691,3
bouldinalfalfa,rising,transition_50,2018-10-11,NA,peak,bouldinalfalfa_2018_10_11_114611.jpg,NA,605,3
bouldinalfalfa,rising,transition_50,2019-05-12,TRUE,peak,bouldinalfalfa_2019_05_12_114613.jpg,NA,818,3
bouldinalfalfa,rising,transition_50,2020-03-01,NA,peak,bouldinalfalfa_2020_03_01_114610.jpg,NA,25,6
bouldinalfalfa,rising,transition_50,2019-09-26,NA,peak,bouldinalfalfa_2019_09_26_114613.jpg,NA,955,3
bouldinalfalfa,rising,transition_50,2018-03-29,NA,peak,bouldinalfalfa_2018_03_29_114609.jpg,NA,409,3
bouldinalfalfa,rising,transition_50,2017-09-30,NA,peak,bouldinalfalfa_2017_09_30_114614.jpg,NA,229,3
bouldinalfalfa,rising,transition_50,2017-12-08,NA,peak,bouldinalfalfa_2017_12_08_114612.jpg,NA,298,3
bouldinalfalfa,rising,transition_50,2017-03-18,NA,peak,bouldinalfalfa_2017_03_18_114608.jpg,NA,33,3
bouldinalfalfa,rising,transition_50,2017-04-25,NA,peak,bouldinalfalfa_2017_04_25_114611.jpg,NA,71,3
bouldinalfalfa,rising,transition_50,2018-11-29,NA,peak,bouldinalfalfa_2018_11_29_114608.jpg,NA,654,3
bouldinalfalfa,rising,transition_50,2018-07-09,NA,peak,bouldinalfalfa_2018_07_09_114611.jpg,NA,511,3
bouldinalfalfa,rising,transition_50,2019-04-21,NA,peak,bouldinalfalfa_2019_04_21_114609.jpg,NA,797,3
bouldinalfalfa,rising,transition_50,2018-11-06,NA,peak,bouldinalfalfa_2018_11_06_114612.jpg,NA,631,3
bouldinalfalfa,rising,transition_50,2017-07-17,NA,peak,bouldinalfalfa_2017_07_17_114608.jpg,NA,154,3
bouldinalfalfa,rising,transition_50,2018-05-14,NA,peak,bouldinalfalfa_2018_05_14_114610.jpg,NA,455,3
bouldinalfalfa,rising,transition_50,2018-12-09,NA,peak,bouldinalfalfa_2018_12_09_114610.jpg,NA,664,3
bouldinalfalfa,rising,transition_50,2018-04-30,NA,peak,bouldinalfalfa_2018_04_30_114611.jpg,NA,441,3
bouldinalfalfa,rising,transition_50,2018-11-02,NA,peak,bouldinalfalfa_2018_11_02_114610.jpg,NA,627,3
bouldinalfalfa,rising,transition_50,2019-01-12,NA,peak,bouldinalfalfa_2019_01_12_114609.jpg,NA,698,3
bouldinalfalfa,rising,transition_50,2019-07-09,NA,peak,bouldinalfalfa_2019_07_09_114614.jpg,NA,876,3
bouldinalfalfa,rising,transition_50,2018-05-16,NA,peak,bouldinalfalfa_2018_05_16_114610.jpg,NA,457,3
bouldinalfalfa,rising,transition_50,2017-11-23,NA,peak,bouldinalfalfa_2017_11_23_114613.jpg,NA,283,3
bouldinalfalfa,rising,transition_50,2019-04-10,NA,peak,bouldinalfalfa_2019_04_10_114612.jpg,NA,786,3
bouldinalfalfa,rising,transition_50,2018-03-12,NA,peak,bouldinalfalfa_2018_03_12_114611.jpg,NA,392,3
bouldinalfalfa,rising,transition_50,2017-04-23,NA,peak,bouldinalfalfa_2017_04_23_114610.jpg,NA,69,3
bouldinalfalfa,rising,transition_50,2018-03-01,NA,peak,bouldinalfalfa_2018_03_01_114606.jpg,NA,381,3
bouldinalfalfa,rising,transition_50,2017-10-25,NA,peak,bouldinalfalfa_2017_10_25_114609.jpg,NA,254,3
bouldinalfalfa,rising,transition_50,2018-07-13,NA,peak,bouldinalfalfa_2018_07_13_114608.jpg,NA,515,3
bouldinalfalfa,rising,transition_50,2018-10-29,NA,peak,bouldinalfalfa_2018_10_29_114613.jpg,NA,623,3
bouldinalfalfa,rising,transition_50,2019-01-26,NA,peak,bouldinalfalfa_2019_01_26_114611.jpg,NA,712,3
bouldinalfalfa,rising,transition_50,2020-04-02,NA,peak,bouldinalfalfa_2020_04_02_114618.jpg,NA,57,6
bouldinalfalfa,falling,transition_10,2018-06-03,NA,senesced,bouldinalfalfa_2018_06_03_114610.jpg,NA,475,3
bouldinalfalfa,falling,transition_10,2019-02-14,NA,senesced,bouldinalfalfa_2019_02_14_114612.jpg,NA,731,3
bouldinalfalfa,falling,transition_10,2018-08-09,NA,senesced,bouldinalfalfa_2018_08_09_114610.jpg,NA,542,3
bouldinalfalfa,falling,transition_10,2020-02-09,NA,senesced,bouldinalfalfa_2020_02_09_114611.jpg,NA,4,6
bouldinalfalfa,falling,transition_10,2017-08-29,NA,senesced,bouldinalfalfa_2017_08_29_114611.jpg,NA,197,3
bouldinalfalfa,falling,transition_10,2017-06-29,NA,senesced,bouldinalfalfa_2017_06_29_114608.jpg,NA,136,3
bouldinalfalfa,falling,transition_10,2017-01-11,NA,senesced,bouldinalfalfa_2017_01_11_114609.jpg,NA,7,2
bouldinalfalfa,falling,transition_10,2018-09-20,NA,senesced,bouldinalfalfa_2018_09_20_114611.jpg,NA,584,3
bouldinalfalfa,falling,transition_10,2017-07-28,NA,senesced,bouldinalfalfa_2017_07_28_114609.jpg,NA,165,3
bouldinalfalfa,falling,transition_10,2020-02-06,NA,senesced,bouldinalfalfa_2020_02_06_154608.jpg,NA,1,6
bouldinalfalfa,falling,transition_10,2018-08-17,NA,senesced,bouldinalfalfa_2018_08_17_114613.jpg,NA,550,3
bouldinalfalfa,falling,transition_10,2019-06-14,NA,senesced,bouldinalfalfa_2019_06_14_114612.jpg,NA,851,3
bouldinalfalfa,falling,transition_10,2019-06-11,NA,senesced,bouldinalfalfa_2019_06_11_114610.jpg,NA,848,3
bouldinalfalfa,falling,transition_10,2019-02-25,NA,senesced,bouldinalfalfa_2019_02_25_114618.jpg,NA,742,3
bouldinalfalfa,falling,transition_10,2018-08-02,NA,senesced,bouldinalfalfa_2018_08_02_114607.jpg,NA,535,3
bouldinalfalfa,falling,transition_10,2019-02-21,NA,senesced,bouldinalfalfa_2019_02_21_114618.jpg,NA,738,3
bouldinalfalfa,falling,transition_10,2020-07-05,NA,senesced,bouldinalfalfa_2020_07_05_114610.jpg,NA,151,6
bouldinalfalfa,falling,transition_10,2019-02-19,NA,senesced,bouldinalfalfa_2019_02_19_114616.jpg,NA,736,3
bouldinalfalfa,falling,transition_10,2017-01-21,NA,senesced,bouldinalfalfa_2017_01_21_114610.jpg,NA,17,2
bouldinalfalfa,falling,transition_10,2019-11-02,NA,senesced,bouldinalfalfa_2019_11_02_114610.jpg,NA,992,3
bouldinalfalfa,falling,transition_10,2017-06-27,NA,senesced,bouldinalfalfa_2017_06_27_114609.jpg,NA,134,3
bouldinalfalfa,falling,transition_10,2020-02-07,NA,senesced,bouldinalfalfa_2020_02_07_114611.jpg,NA,2,6
bouldinalfalfa,falling,transition_10,2019-02-12,NA,senesced,bouldinalfalfa_2019_02_12_114613.jpg,NA,729,3
bouldinalfalfa,falling,transition_10,2017-01-06,NA,senesced,bouldinalfalfa_2017_01_06_114609.jpg,NA,2,2
bouldinalfalfa,falling,transition_10,2019-07-31,NA,senesced,bouldinalfalfa_2019_07_31_114609.jpg,NA,898,3
bouldinalfalfa,falling,transition_10,2016-12-25,TRUE,senesced,bouldinalfalfa_2016_12_25_094609.jpg,NA,7,1
bouldinalfalfa,falling,transition_10,2017-01-19,NA,senesced,bouldinalfalfa_2017_01_19_114611.jpg,NA,15,2
bouldinalfalfa,falling,transition_10,2017-07-27,TRUE,senesced,bouldinalfalfa_2017_07_27_114608.jpg,NA,164,3
bouldinalfalfa,falling,transition_10,2020-04-29,NA,senesced,bouldinalfalfa_2020_04_29_114614.jpg,NA,84,6
bouldinalfalfa,falling,transition_10,2017-08-30,NA,senesced,bouldinalfalfa_2017_08_30_114612.jpg,NA,198,3
bouldinalfalfa,falling,transition_10,2018-01-31,NA,senesced,bouldinalfalfa_2018_01_31_114611.jpg,NA,352,3
bouldinalfalfa,falling,transition_10,2020-07-06,NA,senesced,bouldinalfalfa_2020_07_06_114609.jpg,NA,152,6
bouldinalfalfa,falling,transition_10,2020-07-07,NA,senesced,bouldinalfalfa_2020_07_07_114611.jpg,NA,153,6
bouldinalfalfa,falling,transition_10,2019-10-22,NA,senesced,bouldinalfalfa_2019_10_22_114611.jpg,NA,981,3
bouldinalfalfa,falling,transition_10,2020-07-01,NA,senesced,bouldinalfalfa_2020_07_01_114615.jpg,NA,147,6
bouldinalfalfa,falling,transition_10,2018-08-10,NA,senesced,bouldinalfalfa_2018_08_10_114611.jpg,NA,543,3
bouldinalfalfa,falling,transition_10,2020-05-04,NA,senesced,bouldinalfalfa_2020_05_04_114609.jpg,NA,89,6
bouldinalfalfa,falling,transition_10,2018-08-05,NA,senesced,bouldinalfalfa_2018_08_05_114609.jpg,NA,538,3
bouldinalfalfa,falling,transition_10,2017-02-03,NA,senesced,bouldinalfalfa_2017_02_03_114608.jpg,NA,30,2
bouldinalfalfa,falling,transition_10,2020-06-20,NA,senesced,bouldinalfalfa_2020_06_20_114612.jpg,NA,136,6
bouldinalfalfa,falling,transition_10,2018-08-12,NA,senesced,bouldinalfalfa_2018_08_12_114613.jpg,NA,545,3
bouldinalfalfa,falling,transition_10,2020-06-24,NA,senesced,bouldinalfalfa_2020_06_24_114613.jpg,NA,140,6
bouldinalfalfa,falling,transition_10,2020-06-15,NA,senesced,bouldinalfalfa_2020_06_15_114608.jpg,NA,131,6
bouldinalfalfa,falling,transition_10,2018-06-05,NA,senesced,bouldinalfalfa_2018_06_05_114610.jpg,NA,477,3
bouldinalfalfa,falling,transition_10,2017-01-07,NA,senesced,bouldinalfalfa_2017_01_07_114607.jpg,NA,3,2
bouldinalfalfa,falling,transition_10,2020-07-10,NA,senesced,bouldinalfalfa_2020_07_10_114611.jpg,NA,156,6
bouldinalfalfa,falling,transition_10,2020-06-07,NA,senesced,bouldinalfalfa_2020_06_07_114617.jpg,NA,123,6
bouldinalfalfa,falling,transition_10,2020-07-13,NA,senesced,bouldinalfalfa_2020_07_13_114613.jpg,NA,159,6
bouldinalfalfa,falling,transition_10,2018-08-08,NA,senesced,bouldinalfalfa_2018_08_08_114609.jpg,NA,541,3
bouldinalfalfa,falling,transition_10,2017-08-01,NA,senesced,bouldinalfalfa_2017_08_01_114609.jpg,NA,169,3
bouldinalfalfa,falling,transition_50,2020-04-25,NA,senescing,bouldinalfalfa_2020_04_25_114613.jpg,NA,80,6
bouldinalfalfa,falling,transition_50,2019-01-27,TRUE,senescing,bouldinalfalfa_2019_01_27_114611.jpg,NA,713,3
bouldinalfalfa,falling,transition_50,2018-05-23,TRUE,senescing,bouldinalfalfa_2018_05_23_114610.jpg,NA,464,3
bouldinalfalfa,falling,transition_50,2019-07-22,TRUE,senescing,bouldinalfalfa_2019_07_22_114611.jpg,NA,889,3
bouldinalfalfa,falling,transition_25,2016-12-23,TRUE,senescing,bouldinalfalfa_2016_12_23_114607.jpg,NA,5,1
bouldinalfalfa,falling,transition_50,2019-01-28,NA,senescing,bouldinalfalfa_2019_01_28_114614.jpg,NA,714,3
bouldinalfalfa,falling,transition_50,2019-04-28,TRUE,senescing,bouldinalfalfa_2019_04_28_114611.jpg,NA,804,3
bouldinalfalfa,falling,transition_50,2018-01-23,NA,senescing,bouldinalfalfa_2018_01_23_114609.jpg,NA,344,3
bouldinalfalfa,falling,transition_25,2017-06-23,TRUE,senescing,bouldinalfalfa_2017_06_23_114613.jpg,NA,130,3
bouldinalfalfa,falling,transition_50,2017-07-23,TRUE,senescing,bouldinalfalfa_2017_07_23_114609.jpg,NA,160,3
bouldinalfalfa,falling,transition_50,2019-10-18,NA,senescing,bouldinalfalfa_2019_10_18_114612.jpg,NA,977,3
bouldinalfalfa,falling,transition_50,2018-01-24,NA,senescing,bouldinalfalfa_2018_01_24_114611.jpg,NA,345,3
bouldinalfalfa,falling,transition_25,2018-07-27,TRUE,senescing,bouldinalfalfa_2018_07_27_114607.jpg,NA,529,3
bouldinalfalfa,falling,transition_50,2019-01-31,NA,senescing,bouldinalfalfa_2019_01_31_114611.jpg,NA,717,3
bouldinalfalfa,falling,transition_50,2016-12-22,NA,senescing,bouldinalfalfa_2016_12_22_114608.jpg,NA,4,1
bouldinalfalfa,falling,transition_25,2017-08-27,TRUE,senescing,bouldinalfalfa_2017_08_27_114612.jpg,NA,195,3
bouldinalfalfa,falling,transition_25,2019-10-19,TRUE,senescing,bouldinalfalfa_2019_10_19_114610.jpg,NA,978,3
bouldinalfalfa,falling,transition_50,2018-05-25,NA,senescing,bouldinalfalfa_2018_05_25_114611.jpg,NA,466,3
bouldinalfalfa,falling,transition_50,2017-07-24,NA,senescing,bouldinalfalfa_2017_07_24_114611.jpg,NA,161,3
bouldinalfalfa,falling,transition_50,2016-12-21,NA,senescing,bouldinalfalfa_2016_12_21_114608.jpg,NA,3,1
bouldinalfalfa,falling,transition_25,2020-04-27,TRUE,senescing,bouldinalfalfa_2020_04_27_114612.jpg,NA,82,6
bouldinalfalfa,falling,transition_50,2019-10-17,NA,senescing,bouldinalfalfa_2019_10_17_114610.jpg,NA,976,3
bouldinalfalfa,falling,transition_50,2017-08-26,NA,senescing,bouldinalfalfa_2017_08_26_114613.jpg,NA,194,3
bouldinalfalfa,falling,transition_25,2018-01-27,TRUE,senescing,bouldinalfalfa_2018_01_27_114610.jpg,NA,348,3
bouldinalfalfa,falling,transition_50,2020-06-01,TRUE,senescing,bouldinalfalfa_2020_06_01_114613.jpg,NA,117,6
bouldinalfalfa,falling,transition_50,2018-01-20,NA,senescing,bouldinalfalfa_2018_01_20_114609.jpg,NA,341,3
bouldinalfalfa,falling,transition_50,2018-01-25,NA,senescing,bouldinalfalfa_2018_01_25_114611.jpg,NA,346,3
bouldinalfalfa,falling,transition_25,2018-09-14,TRUE,senescing,bouldinalfalfa_2018_09_14_114613.jpg,NA,578,3
bouldinalfalfa,falling,transition_50,2018-09-13,NA,senescing,bouldinalfalfa_2018_09_13_114612.jpg,NA,577,3
bouldinalfalfa,falling,transition_50,2019-04-29,NA,senescing,bouldinalfalfa_2019_04_29_114611.jpg,NA,805,3
bouldinalfalfa,falling,transition_50,2016-12-19,TRUE,senescing,bouldinalfalfa_2016_12_19_114610.jpg,NA,1,1
bouldinalfalfa,falling,transition_50,2018-05-24,NA,senescing,bouldinalfalfa_2018_05_24_114609.jpg,NA,465,3
bouldinalfalfa,falling,transition_25,2019-02-02,TRUE,senescing,bouldinalfalfa_2019_02_02_114607.jpg,NA,719,3
bouldinalfalfa,falling,transition_50,2018-07-26,NA,senescing,bouldinalfalfa_2018_07_26_114605.jpg,NA,528,3
bouldinalfalfa,falling,transition_50,2018-07-25,TRUE,senescing,bouldinalfalfa_2018_07_25_114611.jpg,NA,527,3
bouldinalfalfa,falling,transition_50,2018-01-26,NA,senescing,bouldinalfalfa_2018_01_26_114614.jpg,NA,347,3
